ics_title,facility_title,standard_title,standard_stage,facility_description,standard_status,is_deleted
11.080,11.080.01,ISO 11140-1:1995/Amd 1:1998,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO 11140-1:2014,90.93,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.01,ISO 11140-2:1998,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO 11140-3:2000,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO 11140-3:2007,90.92,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.01,ISO 11140-3:2007/Cor 1:2007,60.60,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.01,ISO/CD 11140-3,30.60,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Under development,True
11.080,11.080.01,ISO 11140-4:2001,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO 11140-4:2007,90.92,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.01,ISO/CD 11140-4,30.60,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Under development,True
11.080,11.080.01,ISO 11140-5:2000,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO 11140-5:2007,90.92,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.100,11.100.01,ISO 15189:2003,95.99,Laboratory medicine in general,Withdrawn,True
11.080,11.080.01,ISO/CD 11140-5,30.60,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Under development,True
11.080,11.080.01,ISO 11140-6:2022,60.60,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.01,ISO 11737-1:1995,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO 11737-1:2006,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO 11737-1:2006/Cor 1:2007,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO 11737-1:2018/Amd 1:2021,60.60,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.01,ISO 11737-2:1998,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO 11737-2:2009,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO 11737-2:2019,60.60,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.01,ISO 11737-3,60.00,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Under development,True
11.080,11.080.01,ISO 11737-3:2004,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO 13004:2022,60.60,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.01,ISO/TS 13004:2013,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO 13408-1:1998,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO 13408-1:2008,90.92,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.01,ISO 13408-1:2008/Amd 1:2013,60.60,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.100,11.100.10,ISO 6717:2021,60.60,In vitro diagnostic test systems,Published,True
11.080,11.080.01,ISO 13408-2:2003,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO 13408-3:2006,90.93,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.01,ISO 13408-4:2005,90.93,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.01,ISO 13408-5:2006,90.93,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.01,ISO 13408-6:2005,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO 13408-6:2005/Amd 1:2013,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO 13408-6:2021,60.60,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.01,ISO/TR 13409:1996,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO/TS 13409:2002,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO 13683:1997,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO 14160:1998,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO 14160:2011,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO 14160:2020,60.60,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.10,ISO 15883-7:2016,90.92,Sterilizing equipment,Published,True
11.080,11.080.01,ISO 14161:2000,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO 14161:2009,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO 14937:2000,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO 14937:2000/Cor 1:2003,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO 14937:2009,90.93,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.01,ISO/TS 15843:2000,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO/TR 15844:1998,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO 15882:2003,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO 15882:2008,90.60,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.01,ISO 17664-1:2021,60.60,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.100,11.100.01,ISO 13132:2011,95.99,Laboratory medicine in general,Withdrawn,True
11.100,11.100.01,ISO 15189:2007,95.99,Laboratory medicine in general,Withdrawn,True
11.080,11.080.01,ISO 17664-2:2021,60.60,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.01,ISO 17664:2004,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO 17664:2017,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO 17665-1:2006,90.92,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.01,ISO/TS 17665-2:2009,90.92,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.01,ISO/TS 17665-3:2013,90.92,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.100,11.100.01,ISO 20658:2023,60.60,Laboratory medicine in general,Published,True
11.080,11.080.01,ISO/FDIS 17665,50.00,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Under development,True
11.080,11.080.01,ISO 18362:2016,90.93,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.01,ISO 18362:2016/Amd 1:2022,60.60,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.01,ISO 18472:2006,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO 18472:2018,60.60,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.01,ISO/TS 19930:2017,90.93,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.01,ISO/TR 20520:2018,60.60,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.01,ISO 20857:2010,90.93,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.01,ISO/TS 21387:2020,60.60,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.01,ISO/TS 22421:2021,60.60,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.01,ISO 22441:2022,60.60,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.01,ISO/TS 22456:2021,60.60,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.01,ISO 25424:2009,95.99,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Withdrawn,True
11.080,11.080.01,ISO 25424:2018,60.60,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.01,ISO 25424:2018/Amd 1:2022,60.60,"Sterilization and disinfection in generalIncluding sterilization methods, air quality of surgery rooms, etc.",Published,True
11.080,11.080.10,ISO 15883-1:2006,90.92,Sterilizing equipment,Published,True
11.080,11.080.10,ISO 15883-1:2006/Amd 1:2014,60.60,Sterilizing equipment,Published,True
11.080,11.080.10,ISO/FDIS 15883-1,50.00,Sterilizing equipment,Under development,True
11.080,11.080.10,ISO 15883-2:2006,90.92,Sterilizing equipment,Published,True
11.100,11.100.10,ISO 17511:2003,95.99,In vitro diagnostic test systems,Withdrawn,True
11.080,11.080.10,ISO/DIS 15883-2,40.20,Sterilizing equipment,Under development         You can help develop this draft international standard by contacting your national member,True
11.080,11.080.10,ISO 15883-3:2006,90.92,Sterilizing equipment,Published,True
11.080,11.080.10,ISO/DIS 15883-3,40.20,Sterilizing equipment,Under development         You can help develop this draft international standard by contacting your national member,True
11.080,11.080.10,ISO 15883-4:2008,95.99,Sterilizing equipment,Withdrawn,True
11.080,11.080.10,ISO 15883-4:2018,60.60,Sterilizing equipment,Published,True
11.080,11.080.10,ISO 15883-5:2021,60.60,Sterilizing equipment,Published,True
11.080,11.080.10,ISO/CD 15883-7,30.60,Sterilizing equipment,Under development,True
11.080,11.080.30,ISO 11607-1:2006,95.99,Sterilized packaging,Withdrawn,True
11.080,11.080.30,ISO 11607-1:2006/Amd 1:2014,95.99,Sterilized packaging,Withdrawn,True
11.080,11.080.30,ISO 11607-1:2019,60.60,Sterilized packaging,Published,True
11.080,11.080.30,ISO 11607-2:2006,95.99,Sterilized packaging,Withdrawn,True
11.080,11.080.30,ISO 11607-2:2006/Amd 1:2014,95.99,Sterilized packaging,Withdrawn,True
11.080,11.080.30,ISO 11607-2:2019,60.60,Sterilized packaging,Published,True
11.080,11.080.30,ISO 11607-2:2019/FDAmd 1,50.00,Sterilized packaging,Under development,True
11.080,11.080.30,ISO 11607:1997,95.99,Sterilized packaging,Withdrawn,True
11.080,11.080.30,ISO 11607:2003,95.99,Sterilized packaging,Withdrawn,True
11.080,11.080.30,ISO/TS 16775:2014,95.99,Sterilized packaging,Withdrawn,True
11.080,11.080.30,ISO/TS 16775:2021,60.60,Sterilized packaging,Published,True
11.080,11.080.30,ISO 21881:2019,60.60,Sterilized packaging,Published,True
11.080,11.080.30,ISO 21882:2019,60.60,Sterilized packaging,Published,True
11.100,11.100.01,ISO/TS 5798:2022,60.60,Laboratory medicine in general,Published,True
11.100,11.100.01,ISO 7713:1985,90.93,Laboratory medicine in general,Published,True
11.100,11.100.01,ISO 12771:1997,90.93,Laboratory medicine in general,Published,True
11.100,11.100.01,ISO 12772:1997,90.93,Laboratory medicine in general,Published,True
11.100,11.100.01,ISO 15189:2012,95.99,Laboratory medicine in general,Withdrawn,True
11.100,11.100.01,ISO 15189:2022,60.60,Laboratory medicine in general,Published,True
11.100,11.100.01,ISO 15190:2003,95.99,Laboratory medicine in general,Withdrawn,True
11.100,11.100.01,ISO 15190:2020,60.60,Laboratory medicine in general,Published,True
11.100,11.100.01,ISO/TS 17518:2015,90.93,Laboratory medicine in general,Published,True
11.100,11.100.01,ISO/TS 17822-1:2014,95.99,Laboratory medicine in general,Withdrawn,True
11.100,11.100.01,ISO 17822:2020,60.60,Laboratory medicine in general,Published,True
11.100,11.100.01,ISO/TS 20658:2017,95.99,Laboratory medicine in general,Withdrawn,True
11.100,11.100.01,ISO 22367:2020,60.60,Laboratory medicine in general,Published,True
11.100,11.100.01,ISO/TS 22367:2008,95.99,Laboratory medicine in general,Withdrawn,True
11.100,11.100.01,ISO/TS 22367:2008/Cor 1:2009,95.99,Laboratory medicine in general,Withdrawn,True
11.100,11.100.01,ISO/TS 22583:2019,90.60,Laboratory medicine in general,Published,True
11.100,11.100.01,ISO/TR 22869:2005,95.99,Laboratory medicine in general,Withdrawn,True
11.100,11.100.01,ISO 22870:2006,95.99,Laboratory medicine in general,Withdrawn,True
11.100,11.100.01,ISO 22870:2016,95.99,Laboratory medicine in general,Withdrawn,True
11.100,11.100.01,ISO 23162:2021,60.60,Laboratory medicine in general,Published,True
11.100,11.100.01,ISO/CD TS 23824,30.60,Laboratory medicine in general,Under development,True
11.100,11.100.01,ISO 24998:2008,90.93,Laboratory medicine in general,Published,True
11.100,11.100.01,ISO 35001:2019,60.60,Laboratory medicine in general,Published,True
11.100,11.100.10,ISO 4307:2021,60.60,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO/CD TS 7552-1,30.60,In vitro diagnostic test systems,Under development,True
11.100,11.100.10,ISO/CD TS 7552-2,30.60,In vitro diagnostic test systems,Under development,True
11.100,11.100.10,ISO/CD TS 7552-3,30.60,In vitro diagnostic test systems,Under development,True
11.100,11.100.10,ISO 13079:2011,90.93,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO 15193:2002,95.99,In vitro diagnostic test systems,Withdrawn,True
11.100,11.100.10,ISO 15193:2009,90.92,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO/CD 15193,30.60,In vitro diagnostic test systems,Under development,True
11.100,11.100.10,ISO 15194:2002,95.99,In vitro diagnostic test systems,Withdrawn,True
11.100,11.100.10,ISO 15194:2009,90.92,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO/CD 15194,30.60,In vitro diagnostic test systems,Under development,True
11.100,11.100.10,ISO 15197:2003,95.99,In vitro diagnostic test systems,Withdrawn,True
11.100,11.100.10,ISO 15197:2013,90.93,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO 15198:2004,90.93,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO 16256:2012,95.99,In vitro diagnostic test systems,Withdrawn,True
11.100,11.100.10,ISO 16256:2021,60.60,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO 17511:2020,60.60,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO/TR 18112:2006,95.99,In vitro diagnostic test systems,Withdrawn,True
11.100,11.100.10,ISO 18113-1:2009,95.99,In vitro diagnostic test systems,Withdrawn,True
11.100,11.100.10,ISO 18113-1:2022,60.60,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO 18113-2:2009,95.99,In vitro diagnostic test systems,Withdrawn,True
11.100,11.100.10,ISO 18113-2:2022,60.60,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO 18113-3:2009,95.99,In vitro diagnostic test systems,Withdrawn,True
11.100,11.100.10,ISO 18113-3:2022,60.60,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO 18113-4:2009,95.99,In vitro diagnostic test systems,Withdrawn,True
11.100,11.100.10,ISO 18113-4:2022,60.60,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO 18113-5:2009,95.99,In vitro diagnostic test systems,Withdrawn,True
11.100,11.100.10,ISO 18113-5:2022,60.60,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO 18153:2003,90.93,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO 19001:2002,95.99,In vitro diagnostic test systems,Withdrawn,True
11.100,11.100.10,ISO 19001:2013,90.93,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO 20166-1:2018,60.60,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO 20166-2:2018,60.60,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO 20166-3:2018,60.60,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO 20166-4:2021,60.60,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO 20184-1:2018,60.60,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO 20184-2:2018,60.60,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO 20184-3:2021,60.60,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO 20186-1:2019,60.60,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO 20186-2:2019,60.60,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO 20186-3:2019,60.60,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO 20916:2019,60.60,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO 21151:2020,60.60,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO 21474-1:2020,60.60,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO 21474-2:2022,60.60,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO/CD 21474-3,30.60,In vitro diagnostic test systems,Under development,True
11.100,11.100.10,ISO 23118:2021,60.60,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO 23640:2011,90.20,In vitro diagnostic test systems,Published,True
11.100,11.100.10,ISO 29701:2010,90.93,In vitro diagnostic test systems,Published,True
11.100,11.100.20,ISO 10993-1:2003,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 10993-1:2009,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 10993-1:2009/Cor 1:2010,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 10993-1:2018,90.92,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO 10993-2:1992,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 10993-2:2006,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 10993-2:2022,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO 10993-3:2003,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 10993-3:2014,90.93,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO/CD 10993-3,30.98,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Deleted,True
11.100,11.100.20,ISO 10993-4:2002,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 10993-4:2002/Amd 1:2006,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 10993-4:2017,90.93,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO 10993-4:2017/AWI Amd 1,20.00,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Under development,True
11.100,11.100.20,ISO 10993-5:1999,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 10993-5:2009,90.93,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO/CD 10993-6,30.20,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Under development,True
11.100,11.100.20,ISO 10993-6:1994,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 10993-6:2007,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 10993-6:2016,90.92,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO 10993-7:1995,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 10993-7:2008,90.92,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO 10993-7:2008/Amd 1:2019,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO 10993-7:2008/Cor 1:2009,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO/CD 10993-7,30.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Under development,True
11.100,11.100.20,ISO 10993-8:2000,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 10993-9:1999,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 10993-9:2009,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 10993-9:2019,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO 10993-10:2002,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 10993-10:2002/Amd 1:2006,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 10993-10:2010,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 10993-10:2021,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.180,11.180.20,ISO 8670-1:1988,90.20,Aids for incontinence and ostomy,Published,True
11.180,11.180.20,ISO 8669-2:1996,90.93,Aids for incontinence and ostomy,Published,True
11.100,11.100.20,ISO 10993-11:1993,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 10993-11:2006,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 10993-11:2017,90.92,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.180,11.180.20,ISO 11948-2:1998,95.99,Aids for incontinence and ostomy,Withdrawn,True
11.100,11.100.20,ISO 10993-12:2002,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 10993-12:2007,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 10993-12:2012,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 10993-12:2021,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO 10993-13:1998,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 10993-13:2010,90.93,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO 10993-14:2001,90.93,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO 10993-15:2000,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 10993-15:2019,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO 10993-16:1997,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 10993-16:2010,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 10993-16:2017,90.93,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO 10993-17:2002,90.92,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO 10993-18:2005,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 10993-18:2020,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO 10993-18:2020/Amd 1:2022,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO/TS 10993-19:2006,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO/TS 10993-20:2006,90.93,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO/TR 10993-22:2017,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO 10993-23:2021,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO/TR 10993-33:2015,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO/TR 10993-55:2023,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.180,11.180.20,ISO 17190-7:2020,60.60,Aids for incontinence and ostomy,Published,True
11.100,11.100.20,ISO/TS 11796,60.00,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Under development,True
11.100,11.100.20,ISO 13022:2012,90.93,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO 14155-1:2003,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
